Source,CH2,CH4
Second,Volt,Volt
-0.00004386500,-8.00000,3.12000
-0.00004386000,-8.20000,3.20000
-0.00004385500,-8.20000,3.12000
-0.00004385000,-8.20000,3.12000
-0.00004384500,-8.20000,3.12000
-0.00004384000,-8.20000,3.04000
-0.00004383500,-8.20000,3.20000
-0.00004383000,-8.40000,3.12000
-0.00004382500,-8.60000,3.04000
-0.00004382000,-8.40000,3.12000
-0.00004381500,-8.40000,3.12000
-0.00004381000,-8.20000,3.12000
-0.00004380500,-8.40000,3.04000
-0.00004380000,-8.60000,3.20000
-0.00004379500,-8.60000,3.12000
-0.00004379000,-8.20000,3.12000
-0.00004378500,-8.20000,3.12000
-0.00004378000,-8.40000,3.12000
-0.00004377500,-8.60000,3.20000
-0.00004377000,-8.20000,3.12000
-0.00004376500,-8.40000,3.12000
-0.00004376000,-8.20000,3.12000
-0.00004375500,-8.40000,3.12000
-0.00004375000,-8.40000,3.20000
-0.00004374500,-8.60000,3.12000
-0.00004374000,-8.20000,3.12000
-0.00004373500,-8.40000,3.20000
-0.00004373000,-8.40000,3.12000
-0.00004372500,-8.60000,3.12000
-0.00004372000,-8.60000,3.12000
-0.00004371500,-8.60000,3.04000
-0.00004371000,-8.40000,3.12000
-0.00004370500,-8.60000,3.12000
-0.00004370000,-8.60000,3.20000
-0.00004369500,-8.80000,3.12000
-0.00004369000,-8.40000,3.12000
-0.00004368500,-8.60000,3.12000
-0.00004368000,-8.40000,3.12000
-0.00004367500,-8.80000,3.12000
-0.00004367000,-8.60000,3.12000
-0.00004366500,-8.40000,3.12000
-0.00004366000,-8.40000,3.12000
-0.00004365500,-8.60000,3.04000
-0.00004365000,-8.40000,3.12000
-0.00004364500,-8.60000,3.12000
-0.00004364000,-8.60000,3.20000
-0.00004363500,-8.60000,3.12000
-0.00004363000,-8.60000,3.20000
-0.00004362500,-8.80000,3.12000
-0.00004362000,-8.80000,3.12000
-0.00004361500,-8.80000,3.12000
-0.00004361000,-8.80000,3.12000
-0.00004360500,-8.80000,3.12000
-0.00004360000,-8.80000,3.04000
-0.00004359500,-8.80000,3.12000
-0.00004359000,-8.80000,3.12000
-0.00004358500,-8.80000,3.20000
-0.00004358000,-8.60000,3.12000
-0.00004357500,-8.60000,3.12000
-0.00004357000,-8.60000,3.12000
-0.00004356500,-8.60000,3.20000
-0.00004356000,-8.60000,3.12000
-0.00004355500,-8.60000,3.20000
-0.00004355000,-8.60000,3.04000
-0.00004354500,-9.00000,3.12000
-0.00004354000,-8.80000,3.12000
-0.00004353500,-9.00000,3.12000
-0.00004353000,-8.80000,3.12000
-0.00004352500,-9.00000,3.04000
-0.00004352000,-9.00000,3.12000
-0.00004351500,-9.00000,3.12000
-0.00004351000,-9.00000,3.12000
-0.00004350500,-8.80000,3.12000
-0.00004350000,-8.80000,3.12000
-0.00004349500,-9.00000,3.12000
-0.00004349000,-9.00000,3.12000
-0.00004348500,-9.00000,3.12000
-0.00004348000,-8.80000,3.12000
-0.00004347500,-8.80000,3.12000
-0.00004347000,-9.00000,3.12000
-0.00004346500,-8.80000,3.12000
-0.00004346000,-8.80000,3.12000
-0.00004345500,-9.00000,3.20000
-0.00004345000,-9.00000,3.20000
-0.00004344500,-9.00000,3.12000
-0.00004344000,-9.00000,3.12000
-0.00004343500,-9.00000,3.12000
-0.00004343000,-9.20000,3.12000
-0.00004342500,-9.20000,3.12000
-0.00004342000,-9.00000,3.12000
-0.00004341500,-9.20000,3.12000
-0.00004341000,-9.00000,3.04000
-0.00004340500,-9.00000,3.12000
-0.00004340000,-9.00000,3.20000
-0.00004339500,-9.00000,3.12000
-0.00004339000,-9.00000,3.12000
-0.00004338500,-9.20000,3.12000
-0.00004338000,-9.00000,3.12000
-0.00004337500,-9.00000,3.12000
-0.00004337000,-9.20000,3.12000
-0.00004336500,-9.20000,3.12000
-0.00004336000,-9.00000,3.20000
-0.00004335500,-9.00000,3.12000
-0.00004335000,-9.00000,3.12000
-0.00004334500,-9.20000,3.04000
-0.00004334000,-9.20000,3.20000
-0.00004333500,-9.20000,3.04000
-0.00004333000,-9.20000,3.12000
-0.00004332500,-9.20000,3.04000
-0.00004332000,-9.20000,3.12000
-0.00004331500,-9.20000,3.12000
-0.00004331000,-9.20000,3.12000
-0.00004330500,-9.20000,3.12000
-0.00004330000,-9.40000,3.12000
-0.00004329500,-9.40000,3.12000
-0.00004329000,-9.20000,3.20000
-0.00004328500,-9.20000,3.20000
-0.00004328000,-9.00000,3.20000
-0.00004327500,-9.20000,3.12000
-0.00004327000,-9.20000,3.12000
-0.00004326500,-9.40000,3.12000
-0.00004326000,-9.20000,3.12000
-0.00004325500,-9.20000,3.12000
-0.00004325000,-9.20000,3.04000
-0.00004324500,-9.20000,3.20000
-0.00004324000,-9.20000,3.12000
-0.00004323500,-9.40000,3.04000
-0.00004323000,-9.40000,3.04000
-0.00004322500,-9.40000,3.12000
-0.00004322000,-9.40000,3.12000
-0.00004321500,-9.60000,3.04000
-0.00004321000,-9.60000,3.04000
-0.00004320500,-9.40000,3.12000
-0.00004320000,-9.60000,3.12000
-0.00004319500,-9.40000,3.12000
-0.00004319000,-9.40000,3.12000
-0.00004318500,-9.60000,3.12000
-0.00004318000,-9.40000,3.12000
-0.00004317500,-9.20000,3.04000
-0.00004317000,-9.20000,3.12000
-0.00004316500,-9.40000,3.12000
-0.00004316000,-9.20000,3.12000
-0.00004315500,-9.60000,3.12000
-0.00004315000,-9.40000,3.12000
-0.00004314500,-9.60000,3.12000
-0.00004314000,-9.60000,3.04000
-0.00004313500,-9.60000,3.12000
-0.00004313000,-9.40000,3.12000
-0.00004312500,-9.60000,3.04000
-0.00004312000,-9.60000,3.20000
-0.00004311500,-9.60000,3.12000
-0.00004311000,-9.80000,3.12000
-0.00004310500,-9.60000,3.20000
-0.00004310000,-9.40000,3.12000
-0.00004309500,-9.60000,3.12000
-0.00004309000,-9.60000,3.12000
-0.00004308500,-9.80000,3.04000
-0.00004308000,-9.60000,3.04000
-0.00004307500,-9.60000,3.12000
-0.00004307000,-9.40000,3.12000
-0.00004306500,-9.60000,3.20000
-0.00004306000,-9.60000,3.12000
-0.00004305500,-9.80000,3.12000
-0.00004305000,-9.60000,3.12000
-0.00004304500,-9.60000,3.12000
-0.00004304000,-9.60000,3.20000
-0.00004303500,-9.80000,3.12000
-0.00004303000,-9.80000,3.04000
-0.00004302500,-10.00000,3.12000
-0.00004302000,-9.80000,3.12000
-0.00004301500,-9.80000,3.12000
-0.00004301000,-9.80000,3.12000
-0.00004300500,-9.80000,3.12000
-0.00004300000,-9.80000,3.12000
-0.00004299500,-9.60000,3.12000
-0.00004299000,-9.60000,3.12000
-0.00004298500,-9.40000,3.12000
-0.00004298000,-9.80000,3.12000
-0.00004297500,-9.80000,3.20000
-0.00004297000,-9.80000,3.12000
-0.00004296500,-9.80000,3.12000
-0.00004296000,-9.60000,3.12000
-0.00004295500,-9.60000,3.12000
-0.00004295000,-9.80000,3.12000
-0.00004294500,-10.00000,3.04000
-0.00004294000,-9.80000,3.04000
-0.00004293500,-9.80000,3.20000
-0.00004293000,-9.60000,3.12000
-0.00004292500,-9.80000,3.12000
-0.00004292000,-10.00000,3.12000
-0.00004291500,-10.00000,3.12000
-0.00004291000,-10.00000,3.12000
-0.00004290500,-9.60000,3.12000
-0.00004290000,-9.60000,3.12000
-0.00004289500,-10.00000,3.12000
-0.00004289000,-10.20000,3.12000
-0.00004288500,-10.00000,3.12000
-0.00004288000,-9.40000,3.12000
-0.00004287500,-9.40000,3.12000
-0.00004287000,-9.80000,3.12000
-0.00004286500,-10.40000,3.12000
-0.00004286000,-10.00000,3.12000
-0.00004285500,-10.20000,3.12000
-0.00004285000,-9.60000,3.20000
-0.00004284500,-9.60000,3.12000
-0.00004284000,-10.20000,3.12000
-0.00004283500,-10.40000,3.20000
-0.00004283000,-10.00000,3.12000
-0.00004282500,-9.80000,3.12000
-0.00004282000,-9.80000,3.12000
-0.00004281500,-10.00000,3.12000
-0.00004281000,-10.40000,3.12000
-0.00004280500,-10.40000,3.12000
-0.00004280000,-9.80000,3.12000
-0.00004279500,-9.60000,3.04000
-0.00004279000,-10.00000,3.20000
-0.00004278500,-10.20000,3.04000
-0.00004278000,-10.20000,3.12000
-0.00004277500,-9.80000,3.12000
-0.00004277000,-9.80000,3.12000
-0.00004276500,-10.00000,3.12000
-0.00004276000,-10.40000,3.12000
-0.00004275500,-10.40000,3.20000
-0.00004275000,-10.20000,3.12000
-0.00004274500,-9.80000,3.12000
-0.00004274000,-9.80000,2.96000
-0.00004273500,-10.20000,3.12000
-0.00004273000,-10.00000,3.12000
-0.00004272500,-10.20000,3.12000
-0.00004272000,-9.80000,3.12000
-0.00004271500,-10.20000,3.12000
-0.00004271000,-10.40000,3.12000
-0.00004270500,-10.80000,3.12000
-0.00004270000,-10.20000,3.12000
-0.00004269500,-10.00000,3.12000
-0.00004269000,-9.80000,3.20000
-0.00004268500,-9.80000,3.12000
-0.00004268000,-9.80000,3.20000
-0.00004267500,-10.00000,3.12000
-0.00004267000,-10.00000,3.20000
-0.00004266500,-10.60000,3.12000
-0.00004266000,-10.60000,3.04000
-0.00004265500,-10.80000,3.04000
-0.00004265000,-10.20000,3.12000
-0.00004264500,-9.80000,3.12000
-0.00004264000,-10.00000,3.04000
-0.00004263500,-10.20000,3.04000
-0.00004263000,-10.60000,3.12000
-0.00004262500,-10.60000,3.12000
-0.00004262000,-10.40000,3.20000
-0.00004261500,-10.00000,3.12000
-0.00004261000,-10.20000,3.12000
-0.00004260500,-10.40000,3.20000
-0.00004260000,-10.20000,3.20000
-0.00004259500,-10.20000,3.12000
-0.00004259000,-10.00000,3.12000
-0.00004258500,-10.60000,3.12000
-0.00004258000,-10.80000,3.04000
-0.00004257500,-11.40000,3.12000
-0.00004257000,-10.20000,3.12000
-0.00004256500,-10.00000,3.12000
-0.00004256000,-9.20000,3.12000
-0.00004255500,-10.00000,3.20000
-0.00004255000,-10.00000,3.20000
-0.00004254500,-10.40000,3.12000
-0.00004254000,-10.40000,3.12000
-0.00004253500,-10.80000,3.04000
-0.00004253000,-10.80000,3.12000
-0.00004252500,-11.40000,3.12000
-0.00004252000,-11.00000,3.12000
-0.00004251500,-10.40000,3.12000
-0.00004251000,-9.80000,3.20000
-0.00004250500,-10.00000,3.20000
-0.00004250000,-10.20000,3.12000
-0.00004249500,-10.60000,3.12000
-0.00004249000,-10.60000,3.12000
-0.00004248500,-10.20000,3.12000
-0.00004248000,-10.40000,3.04000
-0.00004247500,-10.20000,3.12000
-0.00004247000,-10.40000,3.12000
-0.00004246500,-10.20000,3.12000
-0.00004246000,-10.60000,3.12000
-0.00004245500,-10.40000,3.12000
-0.00004245000,-10.80000,3.12000
-0.00004244500,-11.20000,3.12000
-0.00004244000,-10.40000,3.12000
-0.00004243500,-10.40000,3.12000
-0.00004243000,-10.00000,3.12000
-0.00004242500,-10.80000,3.12000
-0.00004242000,-10.80000,3.12000
-0.00004241500,-10.80000,3.12000
-0.00004241000,-10.60000,3.04000
-0.00004240500,-10.40000,3.12000
-0.00004240000,-10.80000,3.12000
-0.00004239500,-11.40000,3.12000
-0.00004239000,-11.00000,3.12000
-0.00004238500,-9.80000,3.12000
-0.00004238000,-9.20000,3.12000
-0.00004237500,-9.00000,3.12000
-0.00004237000,-11.00000,3.12000
-0.00004236500,-12.00000,3.04000
-0.00004236000,-11.80000,3.12000
-0.00004235500,-10.20000,3.04000
-0.00004235000,-8.80000,3.04000
-0.00004234500,-11.00000,3.20000
-0.00004234000,-11.40000,3.12000
-0.00004233500,-12.20000,3.20000
-0.00004233000,-10.40000,3.04000
-0.00004232500,-10.40000,3.12000
-0.00004232000,-9.20000,3.12000
-0.00004231500,-10.60000,3.20000
-0.00004231000,-11.60000,3.04000
-0.00004230500,-11.40000,3.12000
-0.00004230000,-10.00000,3.20000
-0.00004229500,-8.20000,3.20000
-0.00004229000,-10.80000,3.28000
-0.00004228500,-11.60000,3.12000
-0.00004228000,-12.80000,3.20000
-0.00004227500,-11.00000,3.04000
-0.00004227000,-11.40000,3.04000
-0.00004226500,-10.20000,3.04000
-0.00004226000,-11.20000,3.12000
-0.00004225500,-11.40000,3.12000
-0.00004225000,-11.20000,3.12000
-0.00004224500,-10.60000,3.12000
-0.00004224000,-7.60000,3.12000
-0.00004223500,-10.00000,3.12000
-0.00004223000,-10.00000,3.04000
-0.00004222500,-11.80000,3.12000
-0.00004222000,-10.60000,3.04000
-0.00004221500,-11.00000,3.04000
-0.00004221000,-10.80000,3.04000
-0.00004220500,-10.40000,3.20000
-0.00004220000,-11.20000,3.20000
-0.00004219500,-11.20000,3.12000
-0.00004219000,-11.80000,3.20000
-0.00004218500,-10.20000,3.04000
-0.00004218000,-11.20000,3.12000
-0.00004217500,-11.00000,3.04000
-0.00004217000,-11.80000,3.12000
-0.00004216500,-11.00000,3.20000
-0.00004216000,-10.20000,3.20000
-0.00004215500,-8.00000,3.12000
-0.00004215000,-8.60000,3.12000
-0.00004214500,-9.80000,3.12000
-0.00004214000,-11.40000,3.04000
-0.00004213500,-14.80000,2.96000
-0.00004213000,-19.40000,3.04000
-0.00004212500,-14.20000,3.04000
-0.00004212000,-10.40000,3.20000
-0.00004211500,-2.80000,3.36000
-0.00004211000,-3.00000,3.28000
-0.00004210500,-9.20000,3.20000
-0.00004210000,-12.20000,2.96000
-0.00004209500,-14.80000,2.96000
-0.00004209000,-11.80000,2.88000
-0.00004208500,-17.60000,3.04000
-0.00004208000,-10.80000,3.12000
-0.00004207500,-14.60000,3.28000
-0.00004207000,-8.00000,3.12000
-0.00004206500,-7.40000,3.20000
-0.00004206000,-3.60000,3.12000
-0.00004205500,-8.80000,3.20000
-0.00004205000,-12.60000,3.12000
-0.00004204500,-17.00000,3.12000
-0.00004204000,-12.80000,3.04000
-0.00004203500,-9.40000,3.04000
-0.00004203000,-10.00000,3.12000
-0.00004202500,-15.80000,3.12000
-0.00004202000,-13.80000,3.20000
-0.00004201500,-11.80000,3.20000
-0.00004201000,-6.00000,3.28000
-0.00004200500,-5.80000,3.20000
-0.00004200000,-8.00000,3.20000
-0.00004199500,-12.00000,3.20000
-0.00004199000,-12.40000,3.12000
-0.00004198500,-9.60000,2.96000
-0.00004198000,-10.20000,2.88000
-0.00004197500,-13.40000,2.96000
-0.00004197000,-18.60000,3.04000
-0.00004196500,-16.60000,3.12000
-0.00004196000,-10.80000,3.20000
-0.00004195500,-5.60000,3.20000
-0.00004195000,-6.80000,3.20000
-0.00004194500,-11.00000,3.04000
-0.00004194000,-14.80000,2.88000
-0.00004193500,-12.80000,3.04000
-0.00004193000,-7.20000,3.12000
-0.00004192500,-5.00000,3.20000
-0.00004192000,-13.60000,3.28000
-0.00004191500,-15.00000,3.20000
-0.00004191000,-14.00000,3.12000
-0.00004190500,-7.40000,3.12000
-0.00004190000,-8.40000,3.04000
-0.00004189500,-7.80000,3.04000
-0.00004189000,-19.40000,3.12000
-0.00004188500,-12.80000,3.20000
-0.00004188000,-10.20000,3.36000
-0.00004187500,-7.20000,3.20000
-0.00004187000,-8.00000,3.28000
-0.00004186500,-15.20000,3.12000
-0.00004186000,-19.20000,2.96000
-0.00004185500,-16.40000,2.96000
-0.00004185000,-3.80000,2.96000
-0.00004184500,-10.20000,3.20000
-0.00004184000,-6.40000,3.28000
-0.00004183500,-11.80000,3.52000
-0.00004183000,-3.60000,3.36000
-0.00004182500,-9.20000,3.28000
-0.00004182000,-6.60000,2.96000
-0.00004181500,-20.60000,2.96000
-0.00004181000,-16.60000,2.80000
-0.00004180500,-20.00000,2.96000
-0.00004180000,-7.60000,3.12000
-0.00004179500,-8.80000,3.28000
-0.00004179000,-3.00000,3.36000
-0.00004178500,-13.80000,3.12000
-0.00004178000,-11.60000,3.04000
-0.00004177500,-10.40000,2.80000
-0.00004177000,-10.00000,2.72000
-0.00004176500,-20.00000,2.80000
-0.00004176000,-17.00000,3.12000
-0.00004175500,-11.60000,3.20000
-0.00004175000,-3.00000,3.36000
-0.00004174500,-3.20000,3.36000
-0.00004174000,-5.60000,3.28000
-0.00004173500,-18.20000,3.04000
-0.00004173000,-19.20000,2.88000
-0.00004172500,-18.80000,2.88000
-0.00004172000,-5.00000,2.96000
-0.00004171500,-9.60000,3.28000
-0.00004171000,-13.00000,3.36000
-0.00004170500,-11.00000,3.60000
-0.00004170000,-5.60000,3.36000
-0.00004169500,0.80000,3.12000
-0.00004169000,-13.00000,2.88000
-0.00004168500,-19.60000,2.80000
-0.00004168000,-24.80000,2.96000
-0.00004167500,-15.20000,2.96000
-0.00004167000,-4.20000,3.28000
-0.00004166500,-0.60000,3.44000
-0.00004166000,-3.60000,3.44000
-0.00004165500,-17.40000,3.36000
-0.00004165000,-16.20000,3.04000
-0.00004164500,-12.80000,2.88000
-0.00004164000,-8.20000,2.72000
-0.00004163500,-18.20000,3.04000
-0.00004163000,-15.60000,3.04000
-0.00004162500,-18.40000,3.36000
-0.00004162000,-3.40000,3.28000
-0.00004161500,3.20000,3.52000
-0.00004161000,4.60000,3.20000
-0.00004160500,-11.80000,3.04000
-0.00004160000,-20.00000,2.88000
-0.00004159500,-19.40000,2.72000
-0.00004159000,-13.40000,2.88000
-0.00004158500,-5.40000,3.04000
-0.00004158000,-10.80000,3.28000
-0.00004157500,-13.20000,3.12000
-0.00004157000,-16.00000,3.28000
-0.00004156500,-8.20000,2.96000
-0.00004156000,-17.80000,2.96000
-0.00004155500,-10.00000,2.64000
-0.00004155000,-22.80000,2.96000
-0.00004154500,-14.00000,3.04000
-0.00004154000,-13.60000,3.44000
-0.00004153500,-1.40000,3.44000
-0.00004153000,-2.20000,3.36000
-0.00004152500,-1.00000,3.20000
-0.00004152000,-12.20000,3.04000
-0.00004151500,-20.20000,3.12000
-0.00004151000,-14.40000,2.96000
-0.00004150500,-10.20000,3.04000
-0.00004150000,-8.00000,3.04000
-0.00004149500,-11.60000,3.20000
-0.00004149000,-18.80000,3.20000
-0.00004148500,-11.60000,3.20000
-0.00004148000,-11.00000,2.96000
-0.00004147500,-7.60000,2.88000
-0.00004147000,-8.40000,2.96000
-0.00004146500,-20.60000,2.96000
-0.00004146000,-14.60000,3.20000
-0.00004145500,-14.40000,3.28000
-0.00004145000,5.40000,3.36000
-0.00004144500,-4.20000,3.52000
-0.00004144000,1.80000,3.28000
-0.00004143500,-24.40000,3.20000
-0.00004143000,-20.60000,2.96000
-0.00004142500,-16.40000,3.12000
-0.00004142000,-7.20000,3.12000
-0.00004141500,-8.80000,3.28000
-0.00004141000,-12.00000,3.44000
-0.00004140500,-12.00000,3.12000
-0.00004140000,-15.40000,3.20000
-0.00004139500,-11.60000,2.72000
-0.00004139000,-12.40000,2.88000
-0.00004138500,-15.40000,2.72000
-0.00004138000,-14.00000,2.96000
-0.00004137500,-16.20000,3.04000
-0.00004137000,-7.60000,3.12000
-0.00004136500,-2.60000,3.12000
-0.00004136000,0.60000,3.20000
-0.00004135500,-8.40000,3.20000
-0.00004135000,-18.40000,2.96000
-0.00004134500,-15.40000,3.12000
-0.00004134000,-17.60000,2.96000
-0.00004133500,-9.60000,3.04000
-0.00004133000,-14.40000,3.12000
-0.00004132500,-10.00000,3.20000
-0.00004132000,-15.20000,3.28000
-0.00004131500,-10.20000,3.20000
-0.00004131000,-7.80000,3.20000
-0.00004130500,-6.80000,3.04000
-0.00004130000,-7.20000,2.96000
-0.00004129500,-13.40000,3.12000
-0.00004129000,-12.60000,3.20000
-0.00004128500,-12.80000,3.28000
-0.00004128000,-10.20000,3.20000
-0.00004127500,-9.20000,3.20000
-0.00004127000,-14.60000,3.20000
-0.00004126500,-15.20000,3.28000
-0.00004126000,-19.60000,3.28000
-0.00004125500,-11.60000,3.28000
-0.00004125000,-6.00000,3.36000
-0.00004124500,-3.60000,3.28000
-0.00004124000,-9.00000,3.20000
-0.00004123500,-17.20000,3.12000
-0.00004123000,-11.80000,3.12000
-0.00004122500,-14.40000,2.96000
-0.00004122000,-4.00000,2.88000
-0.00004121500,-10.60000,2.96000
-0.00004121000,-8.60000,2.96000
-0.00004120500,-15.40000,3.04000
-0.00004120000,-9.60000,2.88000
-0.00004119500,-10.00000,3.04000
-0.00004119000,-7.00000,2.88000
-0.00004118500,-16.20000,2.96000
-0.00004118000,-15.80000,2.96000
-0.00004117500,-21.00000,2.96000
-0.00004117000,-12.80000,3.04000
-0.00004116500,-14.60000,3.12000
-0.00004116000,-6.00000,3.20000
-0.00004115500,-13.60000,3.20000
-0.00004115000,-8.00000,3.28000
-0.00004114500,-11.80000,3.28000
-0.00004114000,-6.20000,3.20000
-0.00004113500,-6.40000,3.20000
-0.00004113000,-7.20000,3.28000
-0.00004112500,-10.40000,3.36000
-0.00004112000,-14.20000,3.28000
-0.00004111500,-11.20000,3.20000
-0.00004111000,-14.40000,3.04000
-0.00004110500,-12.80000,3.04000
-0.00004110000,-14.80000,3.12000
-0.00004109500,-14.00000,3.20000
-0.00004109000,-13.00000,3.28000
-0.00004108500,-12.80000,3.28000
-0.00004108000,-10.80000,3.20000
-0.00004107500,-8.00000,3.20000
-0.00004107000,-8.80000,2.96000
-0.00004106500,-13.60000,3.04000
-0.00004106000,-11.40000,3.12000
-0.00004105500,-13.40000,3.12000
-0.00004105000,-7.20000,3.12000
-0.00004104500,-5.20000,3.12000
-0.00004104000,-10.40000,3.04000
-0.00004103500,-14.20000,3.04000
-0.00004103000,-16.40000,2.88000
-0.00004102500,-14.80000,2.88000
-0.00004102000,-13.40000,2.88000
-0.00004101500,-8.00000,2.88000
-0.00004101000,-12.40000,3.04000
-0.00004100500,-16.20000,2.96000
-0.00004100000,-13.80000,3.04000
-0.00004099500,-9.80000,3.04000
-0.00004099000,-7.80000,3.12000
-0.00004098500,-6.00000,3.20000
-0.00004098000,-7.80000,3.28000
-0.00004097500,-6.60000,3.28000
-0.00004097000,-11.40000,3.28000
-0.00004096500,-11.20000,3.28000
-0.00004096000,-14.80000,3.28000
-0.00004095500,-9.20000,3.36000
-0.00004095000,-14.00000,3.20000
-0.00004094500,-14.00000,3.20000
-0.00004094000,-21.80000,3.20000
-0.00004093500,-19.00000,3.04000
-0.00004093000,-15.40000,3.12000
-0.00004092500,-3.60000,3.12000
-0.00004092000,0.60000,3.36000
-0.00004091500,-4.80000,3.20000
-0.00004091000,-14.40000,3.20000
-0.00004090500,-9.40000,2.96000
-0.00004090000,-8.20000,2.96000
-0.00004089500,-7.20000,2.88000
-0.00004089000,-14.80000,2.96000
-0.00004088500,-17.60000,3.12000
-0.00004088000,-24.80000,3.04000
-0.00004087500,-12.80000,2.96000
-0.00004087000,-3.40000,2.96000
-0.00004086500,-5.20000,3.04000
-0.00004086000,-15.80000,2.96000
-0.00004085500,-21.20000,3.04000
-0.00004085000,-13.00000,2.88000
-0.00004084500,-3.60000,2.88000
-0.00004084000,-4.00000,2.96000
-0.00004083500,-11.20000,3.04000
-0.00004083000,-16.80000,3.28000
-0.00004082500,-11.00000,3.20000
-0.00004082000,-9.20000,3.20000
-0.00004081500,1.60000,3.20000
-0.00004081000,-11.00000,3.28000
-0.00004080500,-16.40000,3.28000
-0.00004080000,-24.80000,3.28000
-0.00004079500,-9.80000,3.28000
-0.00004079000,-7.80000,3.28000
-0.00004078500,-9.40000,3.28000
-0.00004078000,-18.80000,3.28000
-0.00004077500,-20.00000,3.20000
-0.00004077000,-11.20000,3.20000
-0.00004076500,-5.20000,3.20000
-0.00004076000,-3.80000,3.28000
-0.00004075500,-8.80000,3.28000
-0.00004075000,-10.00000,3.20000
-0.00004074500,-7.00000,3.12000
-0.00004074000,-10.00000,3.04000
-0.00004073500,-12.40000,3.04000
-0.00004073000,-19.20000,2.96000
-0.00004072500,-11.60000,2.96000
-0.00004072000,-11.00000,3.04000
-0.00004071500,-6.80000,3.04000
-0.00004071000,-12.20000,3.12000
-0.00004070500,-21.60000,2.96000
-0.00004070000,-16.40000,2.88000
-0.00004069500,-17.60000,2.80000
-0.00004069000,-2.80000,2.96000
-0.00004068500,-6.20000,3.04000
-0.00004068000,-8.40000,3.12000
-0.00004067500,-10.80000,3.12000
-0.00004067000,-3.20000,3.04000
-0.00004066500,-2.00000,3.12000
-0.00004066000,-11.40000,3.12000
-0.00004065500,-18.20000,3.04000
-0.00004065000,-24.80000,2.96000
-0.00004064500,-15.80000,2.96000
-0.00004064000,-10.20000,3.04000
-0.00004063500,-12.20000,3.12000
-0.00004063000,-18.60000,3.36000
-0.00004062500,-14.00000,3.28000
-0.00004062000,-10.40000,3.52000
-0.00004061500,0.00,3.28000
-0.00004061000,-1.80000,3.36000
-0.00004060500,-7.20000,3.12000
-0.00004060000,-23.60000,3.04000
-0.00004059500,-17.40000,2.96000
-0.00004059000,-9.80000,3.12000
-0.00004058500,-2.20000,3.20000
-0.00004058000,-7.80000,3.36000
-0.00004057500,-12.80000,3.36000
-0.00004057000,-14.00000,3.20000
-0.00004056500,-12.20000,3.12000
-0.00004056000,-3.40000,2.88000
-0.00004055500,-16.60000,2.80000
-0.00004055000,-19.40000,2.72000
-0.00004054500,-24.80000,2.96000
-0.00004054000,-10.20000,3.04000
-0.00004053500,-6.40000,3.28000
-0.00004053000,5.60000,3.28000
-0.00004052500,-7.60000,3.20000
-0.00004052000,-15.60000,3.04000
-0.00004051500,-17.80000,2.88000
-0.00004051000,-6.40000,2.96000
-0.00004050500,-8.40000,3.04000
-0.00004050000,-0.80000,3.20000
-0.00004049500,-13.80000,3.28000
-0.00004049000,-19.80000,3.36000
-0.00004048500,-22.00000,3.20000
-0.00004048000,-7.80000,3.12000
-0.00004047500,-11.40000,2.96000
-0.00004047000,-16.60000,2.88000
-0.00004046500,-21.20000,2.96000
-0.00004046000,-20.00000,3.12000
-0.00004045500,-6.80000,3.36000
-0.00004045000,2.80000,3.60000
-0.00004044500,12.80000,3.44000
-0.00004044000,3.00000,3.52000
-0.00004043500,-18.00000,3.12000
-0.00004043000,-24.80000,2.88000
-0.00004042500,-24.80000,2.72000
-0.00004042000,-4.60000,2.88000
-0.00004041500,-1.00000,3.20000
-0.00004041000,-11.80000,3.36000
-0.00004040500,-22.60000,3.52000
-0.00004040000,-22.40000,3.28000
-0.00004039500,-2.40000,3.12000
-0.00004039000,7.40000,2.96000
-0.00004038500,6.80000,3.04000
-0.00004038000,-23.20000,2.96000
-0.00004037500,-24.80000,2.80000
-0.00004037000,-23.20000,2.88000
-0.00004036500,1.80000,2.72000
-0.00004036000,-2.20000,3.12000
-0.00004035500,-4.40000,3.28000
-0.00004035000,-18.20000,3.60000
-0.00004034500,-22.40000,3.12000
-0.00004034000,-9.40000,2.80000
-0.00004033500,-3.80000,2.80000
-0.00004033000,-9.00000,2.88000
-0.00004032500,-24.80000,3.28000
-0.00004032000,-20.60000,3.20000
-0.00004031500,-22.60000,3.44000
-0.00004031000,10.80000,3.12000
-0.00004030500,4.60000,3.44000
-0.00004030000,-7.40000,3.12000
-0.00004029500,-17.00000,3.28000
-0.00004029000,-14.60000,3.12000
-0.00004028500,-3.20000,3.04000
-0.00004028000,-12.80000,3.20000
-0.00004027500,-3.40000,2.80000
-0.00004027000,-23.20000,3.20000
-0.00004026500,-20.40000,2.80000
-0.00004026000,-22.80000,3.20000
-0.00004025500,-16.40000,2.72000
-0.00004025000,-9.60000,2.96000
-0.00004024500,-9.00000,2.96000
-0.00004024000,-2.40000,3.20000
-0.00004023500,-16.20000,3.44000
-0.00004023000,-3.40000,3.04000
-0.00004022500,-8.00000,3.36000
-0.00004022000,-4.40000,2.64000
-0.00004021500,-15.80000,3.12000
-0.00004021000,-9.60000,2.88000
-0.00004020500,-23.40000,3.28000
-0.00004020000,-17.80000,3.12000
-0.00004019500,-6.20000,3.36000
-0.00004019000,3.40000,3.20000
