Source,CH2,CH4
Second,Volt,Volt
-0.00006804000,0.00,3.04000
-0.00006803500,0.00,3.12000
-0.00006803000,0.00,3.20000
-0.00006802500,0.00,3.12000
-0.00006802000,0.20000,3.12000
-0.00006801500,0.00,3.12000
-0.00006801000,0.00,3.12000
-0.00006800500,0.00,3.12000
-0.00006800000,0.00,3.04000
-0.00006799500,0.00,3.12000
-0.00006799000,0.20000,3.04000
-0.00006798500,0.00,3.12000
-0.00006798000,0.00,3.04000
-0.00006797500,0.00,3.12000
-0.00006797000,0.20000,3.12000
-0.00006796500,0.00,3.12000
-0.00006796000,0.00,3.12000
-0.00006795500,0.00,3.12000
-0.00006795000,0.20000,3.12000
-0.00006794500,0.00,3.12000
-0.00006794000,0.00,3.12000
-0.00006793500,0.00,3.12000
-0.00006793000,0.20000,3.12000
-0.00006792500,0.00,3.12000
-0.00006792000,0.20000,3.12000
-0.00006791500,0.00,3.12000
-0.00006791000,0.00,3.04000
-0.00006790500,0.00,3.12000
-0.00006790000,0.00,3.12000
-0.00006789500,0.00,3.12000
-0.00006789000,0.00,3.12000
-0.00006788500,0.00,3.12000
-0.00006788000,0.20000,3.12000
-0.00006787500,0.00,3.12000
-0.00006787000,0.20000,3.12000
-0.00006786500,0.00,3.12000
-0.00006786000,0.20000,3.12000
-0.00006785500,0.00,3.12000
-0.00006785000,0.00,3.12000
-0.00006784500,0.00,3.12000
-0.00006784000,0.20000,3.04000
-0.00006783500,0.20000,3.04000
-0.00006783000,0.20000,3.12000
-0.00006782500,0.00,3.20000
-0.00006782000,0.00,3.12000
-0.00006781500,0.00,3.12000
-0.00006781000,0.00,3.12000
-0.00006780500,0.00,3.12000
-0.00006780000,0.20000,3.12000
-0.00006779500,0.00,3.12000
-0.00006779000,0.20000,3.12000
-0.00006778500,0.00,3.12000
-0.00006778000,0.00,3.12000
-0.00006777500,0.00,3.12000
-0.00006777000,0.20000,3.12000
-0.00006776500,-0.20000,3.04000
-0.00006776000,0.20000,3.12000
-0.00006775500,0.00,3.12000
-0.00006775000,0.20000,3.12000
-0.00006774500,0.00,3.04000
-0.00006774000,0.00,3.12000
-0.00006773500,0.00,3.12000
-0.00006773000,0.20000,3.12000
-0.00006772500,0.00,3.12000
-0.00006772000,0.00,3.04000
-0.00006771500,-0.20000,3.12000
-0.00006771000,0.20000,3.04000
-0.00006770500,0.00,3.04000
-0.00006770000,0.20000,3.12000
-0.00006769500,0.00,3.20000
-0.00006769000,0.00,3.04000
-0.00006768500,0.00,3.12000
-0.00006768000,0.00,3.12000
-0.00006767500,0.00,3.12000
-0.00006767000,0.00,3.12000
-0.00006766500,0.00,3.12000
-0.00006766000,0.00,3.12000
-0.00006765500,0.00,3.12000
-0.00006765000,0.00,3.12000
-0.00006764500,0.00,3.12000
-0.00006764000,0.00,3.04000
-0.00006763500,0.00,3.12000
-0.00006763000,0.20000,3.12000
-0.00006762500,0.00,3.12000
-0.00006762000,0.20000,3.12000
-0.00006761500,0.00,3.12000
-0.00006761000,0.20000,3.12000
-0.00006760500,0.00,3.12000
-0.00006760000,0.00,3.12000
-0.00006759500,0.00,3.04000
-0.00006759000,0.20000,3.12000
-0.00006758500,0.00,3.12000
-0.00006758000,-0.20000,3.04000
-0.00006757500,0.00,3.12000
-0.00006757000,0.00,3.12000
-0.00006756500,0.00,3.12000
-0.00006756000,0.20000,3.12000
-0.00006755500,0.00,3.12000
-0.00006755000,0.00,3.12000
-0.00006754500,0.00,3.12000
-0.00006754000,0.20000,3.04000
-0.00006753500,0.00,3.12000
-0.00006753000,0.00,3.12000
-0.00006752500,0.00,3.04000
-0.00006752000,0.00,3.12000
-0.00006751500,0.00,3.12000
-0.00006751000,0.00,3.20000
-0.00006750500,0.00,3.12000
-0.00006750000,0.00,3.12000
-0.00006749500,0.00,3.20000
-0.00006749000,0.20000,3.12000
-0.00006748500,0.00,3.12000
-0.00006748000,0.20000,3.04000
-0.00006747500,0.20000,3.12000
-0.00006747000,0.20000,3.12000
-0.00006746500,0.20000,3.12000
-0.00006746000,0.20000,3.12000
-0.00006745500,0.00,3.12000
-0.00006745000,0.00,3.12000
-0.00006744500,0.00,3.12000
-0.00006744000,0.00,3.12000
-0.00006743500,0.00,3.12000
-0.00006743000,0.00,3.12000
-0.00006742500,0.00,3.12000
-0.00006742000,0.20000,3.20000
-0.00006741500,0.00,3.12000
-0.00006741000,0.00,3.04000
-0.00006740500,0.00,3.12000
-0.00006740000,0.20000,3.12000
-0.00006739500,0.00,3.12000
-0.00006739000,0.20000,3.04000
-0.00006738500,0.00,3.12000
-0.00006738000,0.00,3.04000
-0.00006737500,0.00,3.12000
-0.00006737000,0.00,3.12000
-0.00006736500,0.00,3.12000
-0.00006736000,0.00,3.04000
-0.00006735500,0.00,3.12000
-0.00006735000,0.20000,3.12000
-0.00006734500,0.00,3.12000
-0.00006734000,0.00,3.12000
-0.00006733500,0.20000,3.12000
-0.00006733000,0.00,3.12000
-0.00006732500,0.00,3.12000
-0.00006732000,0.00,3.12000
-0.00006731500,0.00,3.12000
-0.00006731000,0.00,3.12000
-0.00006730500,0.00,3.04000
-0.00006730000,0.00,3.12000
-0.00006729500,0.00,3.12000
-0.00006729000,0.20000,3.04000
-0.00006728500,0.00,3.20000
-0.00006728000,0.20000,3.12000
-0.00006727500,0.00,3.04000
-0.00006727000,0.20000,3.04000
-0.00006726500,0.00,3.12000
-0.00006726000,0.20000,3.12000
-0.00006725500,0.00,3.12000
-0.00006725000,0.20000,3.04000
-0.00006724500,0.00,3.12000
-0.00006724000,0.00,3.12000
-0.00006723500,0.00,3.12000
-0.00006723000,0.20000,3.12000
-0.00006722500,0.00,3.12000
-0.00006722000,-0.20000,3.04000
-0.00006721500,0.00,3.12000
-0.00006721000,0.00,3.12000
-0.00006720500,0.00,3.12000
-0.00006720000,0.20000,3.12000
-0.00006719500,0.00,3.12000
-0.00006719000,0.20000,3.12000
-0.00006718500,0.00,3.12000
-0.00006718000,0.00,3.12000
-0.00006717500,0.00,3.12000
-0.00006717000,0.00,3.12000
-0.00006716500,0.00,3.12000
-0.00006716000,0.20000,3.12000
-0.00006715500,0.00,3.12000
-0.00006715000,0.00,3.12000
-0.00006714500,0.20000,3.04000
-0.00006714000,0.20000,3.04000
-0.00006713500,0.00,3.12000
-0.00006713000,0.00,3.12000
-0.00006712500,-0.20000,3.12000
-0.00006712000,0.20000,3.12000
-0.00006711500,0.00,3.12000
-0.00006711000,0.00,3.12000
-0.00006710500,0.00,3.04000
-0.00006710000,0.00,3.04000
-0.00006709500,0.00,3.12000
-0.00006709000,0.20000,3.12000
-0.00006708500,0.00,3.20000
-0.00006708000,0.20000,3.04000
-0.00006707500,0.00,3.12000
-0.00006707000,0.00,3.20000
-0.00006706500,0.20000,3.12000
-0.00006706000,0.00,3.12000
-0.00006705500,0.20000,3.12000
-0.00006705000,0.20000,3.12000
-0.00006704500,0.00,3.12000
-0.00006704000,0.00,3.12000
-0.00006703500,0.00,3.12000
-0.00006703000,0.20000,3.12000
-0.00006702500,0.00,3.04000
-0.00006702000,0.00,3.12000
-0.00006701500,0.00,3.04000
-0.00006701000,0.00,3.12000
-0.00006700500,0.00,3.04000
-0.00006700000,0.20000,3.12000
-0.00006699500,0.00,3.12000
-0.00006699000,0.20000,3.12000
-0.00006698500,-0.20000,3.20000
-0.00006698000,0.20000,3.04000
-0.00006697500,-0.20000,3.12000
-0.00006697000,0.00,3.12000
-0.00006696500,0.00,3.12000
-0.00006696000,0.20000,3.12000
-0.00006695500,0.00,3.12000
-0.00006695000,0.00,3.12000
-0.00006694500,0.00,3.12000
-0.00006694000,0.20000,3.04000
-0.00006693500,0.00,3.12000
-0.00006693000,0.00,3.12000
-0.00006692500,0.00,3.04000
-0.00006692000,0.00,3.04000
-0.00006691500,0.00,3.12000
-0.00006691000,0.00,3.12000
-0.00006690500,0.00,3.12000
-0.00006690000,0.00,3.12000
-0.00006689500,0.00,3.12000
-0.00006689000,0.20000,3.12000
-0.00006688500,0.00,3.04000
-0.00006688000,0.20000,3.04000
-0.00006687500,-0.20000,3.12000
-0.00006687000,0.20000,3.12000
-0.00006686500,0.00,3.12000
-0.00006686000,0.00,3.12000
-0.00006685500,0.00,3.12000
-0.00006685000,0.20000,3.12000
-0.00006684500,0.00,3.12000
-0.00006684000,0.00,3.12000
-0.00006683500,0.00,3.12000
-0.00006683000,0.00,3.12000
-0.00006682500,0.00,3.20000
-0.00006682000,0.20000,3.20000
-0.00006681500,0.00,3.12000
-0.00006681000,0.20000,3.12000
-0.00006680500,0.00,3.12000
-0.00006680000,0.00,3.04000
-0.00006679500,0.00,3.12000
-0.00006679000,0.00,3.12000
-0.00006678500,0.00,3.04000
-0.00006678000,0.00,3.20000
-0.00006677500,0.00,3.12000
-0.00006677000,0.20000,3.12000
-0.00006676500,0.00,3.12000
-0.00006676000,0.00,3.12000
-0.00006675500,0.00,3.12000
-0.00006675000,0.00,3.12000
-0.00006674500,0.00,3.12000
-0.00006674000,0.20000,3.12000
-0.00006673500,0.00,3.12000
-0.00006673000,0.20000,3.04000
-0.00006672500,0.00,3.12000
-0.00006672000,0.00,3.12000
-0.00006671500,0.00,3.12000
-0.00006671000,0.00,3.12000
-0.00006670500,0.00,3.20000
-0.00006670000,0.20000,3.20000
-0.00006669500,0.00,3.12000
-0.00006669000,0.20000,3.12000
-0.00006668500,0.00,3.12000
-0.00006668000,0.00,3.12000
-0.00006667500,0.00,3.12000
-0.00006667000,0.00,3.12000
-0.00006666500,0.00,3.12000
-0.00006666000,0.00,3.12000
-0.00006665500,0.20000,3.12000
-0.00006665000,0.00,3.04000
-0.00006664500,0.00,3.12000
-0.00006664000,0.00,3.12000
-0.00006663500,0.00,3.04000
-0.00006663000,0.00,3.12000
-0.00006662500,0.00,3.12000
-0.00006662000,0.20000,3.12000
-0.00006661500,0.00,3.12000
-0.00006661000,0.00,3.12000
-0.00006660500,0.00,3.12000
-0.00006660000,0.00,3.12000
-0.00006659500,-0.20000,3.12000
-0.00006659000,0.00,3.12000
-0.00006658500,0.00,3.12000
-0.00006658000,0.20000,3.12000
-0.00006657500,0.00,3.12000
-0.00006657000,0.00,3.12000
-0.00006656500,0.00,3.12000
-0.00006656000,0.20000,3.20000
-0.00006655500,0.00,3.12000
-0.00006655000,0.20000,3.12000
-0.00006654500,0.00,3.12000
-0.00006654000,0.20000,3.12000
-0.00006653500,0.00,3.04000
-0.00006653000,0.20000,3.04000
-0.00006652500,0.00,3.12000
-0.00006652000,0.00,3.20000
-0.00006651500,0.00,3.12000
-0.00006651000,0.00,3.12000
-0.00006650500,0.00,3.12000
-0.00006650000,0.00,3.12000
-0.00006649500,0.00,3.04000
-0.00006649000,0.20000,3.12000
-0.00006648500,0.00,3.12000
-0.00006648000,0.00,3.12000
-0.00006647500,0.00,3.20000
-0.00006647000,0.20000,3.12000
-0.00006646500,-0.20000,3.12000
-0.00006646000,0.00,3.12000
-0.00006645500,0.00,3.04000
-0.00006645000,0.20000,3.12000
-0.00006644500,0.00,3.12000
-0.00006644000,0.20000,3.12000
-0.00006643500,0.00,3.12000
-0.00006643000,0.20000,3.20000
-0.00006642500,0.00,3.12000
-0.00006642000,0.00,3.20000
-0.00006641500,0.00,3.12000
-0.00006641000,0.00,3.04000
-0.00006640500,0.00,3.12000
-0.00006640000,0.00,3.12000
-0.00006639500,0.00,3.12000
-0.00006639000,0.00,3.04000
-0.00006638500,0.00,3.12000
-0.00006638000,0.00,3.12000
-0.00006637500,0.00,3.12000
-0.00006637000,0.20000,3.20000
-0.00006636500,-0.20000,3.12000
-0.00006636000,0.00,3.12000
-0.00006635500,0.00,3.20000
-0.00006635000,0.00,3.12000
-0.00006634500,0.00,3.12000
-0.00006634000,0.00,3.12000
-0.00006633500,0.00,3.04000
-0.00006633000,0.20000,3.12000
-0.00006632500,0.00,3.12000
-0.00006632000,0.20000,3.04000
-0.00006631500,0.00,3.12000
-0.00006631000,0.20000,3.20000
-0.00006630500,0.00,3.12000
-0.00006630000,0.20000,3.12000
-0.00006629500,0.00,3.12000
-0.00006629000,0.20000,3.12000
-0.00006628500,0.00,3.12000
-0.00006628000,0.20000,3.04000
-0.00006627500,0.00,3.12000
-0.00006627000,0.00,3.04000
-0.00006626500,0.00,3.12000
-0.00006626000,0.00,3.12000
-0.00006625500,0.00,3.20000
-0.00006625000,0.00,3.20000
-0.00006624500,0.00,3.12000
-0.00006624000,0.00,3.20000
-0.00006623500,0.00,3.12000
-0.00006623000,0.20000,3.12000
-0.00006622500,0.00,3.12000
-0.00006622000,0.20000,3.12000
-0.00006621500,0.00,3.12000
-0.00006621000,0.20000,3.12000
-0.00006620500,0.00,3.12000
-0.00006620000,0.00,3.12000
-0.00006619500,0.00,3.12000
-0.00006619000,0.20000,3.04000
-0.00006618500,0.00,3.12000
-0.00006618000,0.00,3.12000
-0.00006617500,0.00,3.12000
-0.00006617000,0.00,3.12000
-0.00006616500,0.00,3.12000
-0.00006616000,0.20000,3.12000
-0.00006615500,0.00,3.04000
-0.00006615000,0.00,3.12000
-0.00006614500,0.20000,3.12000
-0.00006614000,0.00,3.12000
-0.00006613500,0.00,3.12000
-0.00006613000,0.20000,3.12000
-0.00006612500,0.00,2.96000
-0.00006612000,0.00,3.04000
-0.00006611500,0.00,3.04000
-0.00006611000,0.20000,3.12000
-0.00006610500,0.00,3.04000
-0.00006610000,0.00,3.12000
-0.00006609500,0.00,3.12000
-0.00006609000,0.00,3.12000
-0.00006608500,0.00,3.12000
-0.00006608000,0.20000,3.12000
-0.00006607500,0.00,3.12000
-0.00006607000,0.00,3.12000
-0.00006606500,0.00,3.04000
-0.00006606000,0.00,3.04000
-0.00006605500,0.20000,3.12000
-0.00006605000,0.20000,3.12000
-0.00006604500,0.00,3.20000
-0.00006604000,0.00,3.12000
-0.00006603500,0.00,3.12000
-0.00006603000,0.20000,3.20000
-0.00006602500,0.00,3.12000
-0.00006602000,0.00,3.20000
-0.00006601500,0.00,3.12000
-0.00006601000,0.00,3.04000
-0.00006600500,0.00,3.04000
-0.00006600000,0.00,3.04000
-0.00006599500,0.00,3.12000
-0.00006599000,0.20000,3.04000
-0.00006598500,0.00,3.28000
-0.00006598000,0.00,3.12000
